              -1                1 
       -0.997998         0.483555 
       -0.995996         0.114151 
       -0.993994        -0.136693 
       -0.991992        -0.293319 
        -0.98999        -0.376401 
       -0.987988        -0.403384 
       -0.985986        -0.388872 
       -0.983984         -0.34498 
       -0.981982        -0.281655 
        -0.97998        -0.206958 
       -0.977978        -0.127321 
       -0.975976       -0.0477767 
       -0.973974        0.0278407 
       -0.971972        0.0967121 
        -0.96997         0.156873 
       -0.967968         0.207074 
       -0.965966          0.24665 
       -0.963964         0.275419 
       -0.961962         0.293577 
        -0.95996         0.301623 
       -0.957958         0.300283 
       -0.955956         0.290447 
       -0.953954         0.273121 
       -0.951952         0.249376 
        -0.94995         0.220318 
       -0.947948          0.18705 
       -0.945946         0.150653 
       -0.943944         0.112161 
       -0.941942         0.072547 
        -0.93994        0.0327128 
       -0.937938      -0.00652276 
       -0.935936       -0.0444275 
       -0.933934       -0.0803599 
       -0.931932         -0.11377 
        -0.92993          -0.1442 
       -0.927928        -0.171279 
       -0.925926        -0.194724 
       -0.923924        -0.214333 
       -0.921922         -0.22998 
        -0.91992        -0.241612 
       -0.917918        -0.249239 
       -0.915916        -0.252931 
       -0.913914        -0.252811 
       -0.911912        -0.249049 
        -0.90991        -0.241853 
       -0.907908        -0.231466 
       -0.905906        -0.218159 
       -0.903904        -0.202224 
       -0.901902        -0.183972 
         -0.8999        -0.163722 
       -0.897898        -0.141804 
       -0.895896        -0.118545 
       -0.893894        -0.094274 
       -0.891892       -0.0693138 
        -0.88989       -0.0439776 
       -0.887888       -0.0185672 
       -0.885886       0.00662964 
       -0.883884        0.0313419 
       -0.881882        0.0553168 
        -0.87988        0.0783213 
       -0.877878         0.100143 
       -0.875876         0.120593 
       -0.873874         0.139501 
       -0.871872         0.156725 
        -0.86987         0.172141 
       -0.867868         0.185651 
       -0.865866         0.197177 
       -0.863864         0.206665 
       -0.861862          0.21408 
        -0.85986          0.21941 
       -0.857858          0.22266 
       -0.855856         0.223856 
       -0.853854         0.223038 
       -0.851852         0.220264 
        -0.84985         0.215607 
       -0.847848         0.209153 
       -0.845846         0.200999 
       -0.843844         0.191253 
       -0.841842         0.180034 
        -0.83984         0.167468 
       -0.837838         0.153686 
       -0.835836         0.138825 
       -0.833834         0.123027 
       -0.831832         0.106437 
        -0.82983        0.0891983 
       -0.827828        0.0714578 
