0.000000 0.431069 
0.010101 0.433448 
0.020202 0.435877 
0.030303 0.438357 
0.040404 0.440887 
0.050505 0.443470 
0.060606 0.446104 
0.070707 0.448790 
0.080808 0.451530 
0.090909 0.454323 
0.101010 0.457170 
0.111111 0.460072 
0.121212 0.463029 
0.131313 0.466041 
0.141414 0.469110 
0.151515 0.472235 
0.161616 0.475417 
0.171717 0.478657 
0.181818 0.481955 
0.191919 0.485312 
0.202020 0.488729 
0.212121 0.492206 
0.222222 0.495743 
0.232323 0.499341 
0.242424 0.503001 
0.252525 0.506724 
0.262626 0.510509 
0.272727 0.514358 
0.282828 0.518272 
0.292929 0.522250 
0.303030 0.526293 
0.313131 0.530402 
0.323232 0.534579 
0.333333 0.538822 
0.343434 0.543133 
0.353535 0.547513 
0.363636 0.551963 
0.373737 0.556482 
0.383838 0.561072 
0.393939 0.565732 
0.404040 0.570465 
0.414141 0.575271 
0.424242 0.580149 
0.434343 0.585101 
0.444444 0.590128 
0.454545 0.595230 
0.464646 0.600409 
0.474747 0.605663 
0.484848 0.610995 
0.494949 0.616405 
0.505051 0.621893 
0.515152 0.627461 
0.525253 0.633108 
0.535354 0.638836 
0.545455 0.644646 
0.555556 0.650537 
0.565657 0.656512 
0.575758 0.662569 
0.585859 0.668710 
0.595960 0.674936 
0.606061 0.681248 
0.616162 0.687645 
0.626263 0.694129 
0.636364 0.700700 
0.646465 0.707359 
0.656566 0.714107 
0.666667 0.720943 
0.676768 0.727870 
0.686869 0.734886 
0.696970 0.741994 
0.707071 0.749193 
0.717172 0.756485 
0.727273 0.763869 
0.737374 0.771346 
0.747475 0.778918 
0.757576 0.786583 
0.767677 0.794344 
0.777778 0.802200 
0.787879 0.810152 
0.797980 0.818200 
0.808081 0.826345 
0.818182 0.834587 
0.828283 0.842927 
0.838384 0.851366 
0.848485 0.859903 
0.858586 0.868539 
0.868687 0.877274 
0.878788 0.886109 
0.888889 0.895044 
0.898990 0.904079 
0.909091 0.913215 
0.919192 0.922452 
0.929293 0.931790 
0.939394 0.941229 
0.949495 0.950769 
0.959596 0.960412 
0.969697 0.970156 
0.979798 0.980002 
0.989899 0.989950 
1.000000 1.000000 
