               4         0.679808 
               8      5.18791e-05 
              12      3.11087e-11 
              16      4.66294e-15 
              20      3.66374e-15 
              24      1.55431e-15 
              28      3.77476e-15 
              32      2.10942e-15 
              36                0 
              40      5.55112e-15 
